url,imagen,alquiler,expensas,ubicacion,m2_total,m2_cubiertos,ambientes,banos,cocheras,dormitorios,antiguedad,disposicion,orientacion,luminosidad,descripcion,direccion,ciudad,distrito
https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-magnifica-casa-de-5-habitaciones-b-privado-45888411.html,https://imgar.zonapropcdn.com/avisos/resize/1/00/45/88/84/11/1200x1200/1720717896.jpg?isFirstImage=true,2012175000.0,,"Pueyrredon, Chacras de Coria, Mendoza",3520.0,650.0,,4.0,3,5.0,0.0,,,Muy luminoso,"WONDER Comercializa Magnífica propiedad de estilo inglés, con características únicas de diseño y calidad desarrollada en tres niveles. Ubicada en Barrio Pueyrredon de Chacras de Coria, considerado uno de los barrios cerrados mas exclusivos de la provincia de Mendoza, a solo 20' de la ciudad y con el mejor entorno en cuanto a naturaleza, seguridad, instutuciones educativas, polo corporativo y comercios. Se desarrolla en un lote de 3.520 en una ubicación privilegiada del barrio, rodeada de un parque de armonioso diseño paisajistico con arboleda añosa. Se accede a la propiedad por ingreso individualizado con importante retiro, portón automatizado y lomas que le otorgan un gran valor y privacidad. Superficie total: 3.520 mts2 Superficie cubierta: 650 mts2 Distribución y Ambientes Planta Baja - Acceso por imponente hall de entrada con pisos de mármol travertino - Toilette de recepción - Living Principal con hogar a leña - Salón de lectura/té conectado al living principal, se destaca por sus grandes ventanales que brindan vistas escénicas al jardín de añosa arboleda y a la piscina. - Sofisticado Salón Comedor con con Box Window con ventanales de cristales biselados - Exquisito estar intimo con Biblioteca, hogar a leña estilo Suizo con fascinantes vistas al parque - Cocina en conjunto con comedor de diario y salida a galería - Habitación en Suite con baño propio ideal para recibir visitas - Subsuelo: Sala de Maquinas y Lavandería Primer Piso (Acceso a través de 2 escaleras, principal y secundaria) - Master Suite con baño propio - 3 Habitaciones - 1 Baño Completo Total Habitaciones entre PB y Planta Alta: 5 Cantidad de Baños: 4 Segundo Piso - Amplio ambiente de usos multiples actualmente adaptado a Gym y Estar intimo - Gran Ambiente Privado (Actualmente funciona como baulera para Exterior - Piscina de exquisito diseño - Gran Parque con arboleda añosa, diseñado por reconocido paisajista - Garaje cubierto con entrada para 3 autos y gabinetes de guardado. - Galería principal techada - Terraza Living de Verano - Espectaculares senderos de Jardín - Espejos de Agua - Segunda Galería ideal para Comedor de Exterior Detalles y Terminaciones - Pisos de Travertino en ambientes sociales de Planta Baja y Exteriores - Calefacción central por radiadores - Pisos de parquet en Habitaciones de Planta Alta - Interiores de Placares en Watambu - Ventanales con cristales biselados - Escalera Central de Roble La propiedad se encuentra en un estado de mantenimiento y conservación impecable, con características únicas, abundancia de espacios sociales, materiales actuales y de excelente calidad. Mat.1462",Pueyrredon,lujan de cuyo,Chacras de Coria
https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-bombal-sur-calle-beltran-57105219.html,https://imgar.zonapropcdn.com/avisos/resize/1/00/57/10/52/19/1200x1200/1999290950.jpg?isFirstImage=true,750000.0,,"BELTERAN, Bombal Sur, Godoy Cruz",60.0,60.0,4.0,1.0,1,2.0,5.0,,,,"DEPARTAMENTO EN BARRIO BOMBAL SUR, EXCELENTE UBICACION, CALLE BELTRAN EL DEPARTAMENTO CUENTA CON LIVING COMEDOR,COCINA, DOS HABITACIONES, BAÑO COMPLETO,COCHERA Y TERRAZA DE USO EXCLUSIVO QUINTO PISO POR ASCENSOR",BELTERAN,godoy cruz,
https://www.zonaprop.com.ar/propiedades/clasificado/alcllcin-local-en-alquiler-en-chacras-de-coria-55139558.html,https://imgar.zonapropcdn.com/avisos/resize/1/00/55/13/95/58/1200x1200/1949104883.jpg?isFirstImage=true,2086700.0,,"Viamonte 5426, Chacras de Coria, Mendoza",110.0,110.0,4.0,,0,,25.0,,,,ADOBE INMOBILIARIA ALQUILA EXCELENTE LOCAL / OFICINA COMERCIAL FRENTE A LA PLAZA DE CHACRAS DE CORIA. El local está ubicado en Planta Alta. Se ingresa por escalera. Posee unos 110m2 cubiertos aproximados y consta de 2 baños; kitchenete y gran espacio que está divido en 3 sectores (división liviana) o puede ser planta libre. Posee amplios ventanales hacia la Plaza. NO APTO GIMNASIO NI BAR. .,Viamonte 5426,lujan de cuyo,Chacras de Coria
https://www.zonaprop.com.ar/propiedades/clasificado/alclocin-rd-inmobiliaria-alquila-oficinas-y-consultorios-56616206.html,https://imgar.zonapropcdn.com/avisos/resize/1/00/56/61/62/06/1200x1200/1985476659.jpg?isFirstImage=true,80000.0,,"Paso de los Andes 3124, Sexta Sección, Ciudad de Mendoza",127.0,100.0,5.0,2.0,1,2.0,3.0,,,Muy luminoso,"RD INMOBILIARIA ALQUILA CONSULTORIOS y OFICINAS - Ciudad de Mendoza. Alquilo consultorios y oficinas muy bien equipados con mobiliario y Aire Acondicionado Split, luminosos y amplios. Sala de espera, cocina, heladera, teléfono, Wi-Fi de alta velocidad en todos los ambientes, en consultorios y oficinas. Se alquilan para profesionales de la salud: Médicos y especialistas: Psicólogos, Fonoaudiólogas, Dermatólogas, Cardiólogos, Oftalmólogas, Sicopedagogas, Ginecólogos, Kinesiólogos, etc. Están habilitados por la Municipalidad de la Capital y el Ministerio de Salud de la Provincia de Mendoza. También se alquilan para todas las profesiones independientes.: Abogados, traductores, profesores, coach, etc. Se pueden utilizar para Manicuras, Uñas, Podología, Depilación Definitiva, Masajes y otras especialidades para el cuidado personal. Estacionamiento en la puerta sin costo. Amplios horarios: todos los días de la semana a la mañana y a la tarde, incluidos sábados y domingos. Alquiler mensual: $ 80.000 Se alquilan por módulos de 4 horas como mínimo. Por ejemplo, si alquila el Lunes de 16 a 20 , tiene un costo mensual $ 75.000. Si alquila lunes y miércoles de 16 a 20 el costo mensual es de $ 150.000. Este valor incluye el alquiler y todos los servicios, luz, gas, agua, limpieza, habilitación, internet, etc. No se pagan expensas. RD INMOBILIARIA Teléfono: Ver datos Mail:.@gmail.com",Paso de los Andes 3124,capital,Sexta Sección
https://www.zonaprop.com.ar/propiedades/clasificado/alclappa-alquilo-departamento-carrodilla-whatsapp-57445447.html,https://imgar.zonapropcdn.com/avisos/resize/1/00/57/44/54/47/1200x1200/2008410639.jpg?isFirstImage=true,520000.0,,"Barrio 3 de diciembre MC Casa 4 depto 1 Carrodilla Luján de cuyo, Carrodilla, Mendoza",60.0,60.0,4.0,1.0,1,2.0,10.0,Frente,,Luminoso,"Excelente ubicación, departamento amplio, planta baja,2 habitaciones, cocina comedor, un baño,patio , cochera.Sin expensas.Solicitante y garantes con comprobante de ingresos. Contacto Ver datos",Barrio 3 de diciembre MC Casa 4 depto 1 Carrodilla Luján de cuyo,lujan de cuyo,Carrodilla
https://www.zonaprop.com.ar/propiedades/clasificado/alclcain-century21-lopez-alquila-casa-en-las-heras-amoblada-57387909.html,https://imgar.zonapropcdn.com/avisos/resize/1/00/57/38/79/09/1200x1200/2006972965.jpg?isFirstImage=true,740000.0,,"condor 2, Las Heras, Mendoza",299.0,299.0,3.0,1.0,3,2.0,0.0,,,,"CENTURY21 LOPEZ alquila casa en el departamento de Las Heras; límite con capital. Zona de fácil acceso a los diferentes puntos del Gran Mendoza; a pocas cuadras de Av. Costanera. También podemos encontrar supermercados cerca, parada de colectivos y variados negocios. La casa se alquila completamente amoblada como reflejan las fotos. Distribución: Ingreso por patio de cementó con capacidad para guardar tres vehículos Living-comedor amplio 2 dormitorios con placares Ante baño -baño Patio con piscina, parquizado y quincho Valor mensual; 740.000 pesos Observaciones : La casa cuenta con internet gratis. Agustina Lopez Matrícula C.C.P.I.M.2006 Todas las propiedades que figuran en esta publicación se encuentran a cargo del profesional matriculado Agustina Lopez, Matrícula C.C.P.I.M.2006 por lo tanto la intermediación y la conclusión de las operaciones serán llevadas exclusivamente por él. En cumplimiento de la Ley 10.973 de la Provincia de Buenos Aires, Ley Nacional 25.028, Ley Nacional 20.266, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los asesores o agentes NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del martillero y corredor colegiado, cuyos datos se exhiben en el nombre de la inmobiliaria. Ley 5115: EXCEPTO que en la descripción de la propiedad se indique lo contrario, el edificio puede no contar con rampa para personas con movilidad reducida, y no ser Accesible para personas con discapacidades físicas. Venta sujeta a la obtención del COTI por parte del propietario. Las medidas son aproximadas, las reales surgen del título o plano de mensura. Las reservas se toman exclusivamente en la inmobiliaria con el matriculado C.C.P.I.M.2006",condor 2,las heras,Las Heras
https://www.zonaprop.com.ar/propiedades/clasificado/alclocin-oficina-en-chacras-park-190-m-sup2-.-planta-libre.-56754170.html,https://imgar.zonapropcdn.com/avisos/resize/1/00/56/75/41/70/1200x1200/1989375747.jpg?isFirstImage=true,5962000.0,800000.0,"Chacras Park - Edificio Drago, Chacras de Coria, Mendoza",190.0,190.0,1.0,2.0,0,,0.0,,,Muy luminoso,"Planta libre de 190 m2 aproximadamente Con unidades de bano privado y acceso a los amenities del edificio Drago, ubicado en Chacras Park, es un edificio de oficinas AAA El nuevo edificio está ubicado dentro de la primera ciudad empresarial de Mendoza Principales Características – Planta Baja + 5 pisos de oficinas + subsuelo de cocheras con bauleras. – Áreas comunes con 868,4 m2 de amenities. – Sanitarios privados en oficinas predeterminadas – Acceso al auditorio con capacidad para 60 personas dentro del edificio CEIBO. ZANFAGNINI Propiedades - ZOFVer datos -",Chacras Park - Edificio Drago,lujan de cuyo,Chacras de Coria
https://www.zonaprop.com.ar/propiedades/clasificado/alclcain-openhouse-alquila-hermosa-casa-con-oficinas-en-godoy-56663809.html,https://imgar.zonapropcdn.com/avisos/resize/1/00/56/66/38/09/1200x1200/1986780463.jpg?isFirstImage=true,1200000.0,,"20 DE Junio, Godoy Cruz, Mendoza",138.0,138.0,,1.0,1,3.0,20.0,,,,"OPENHOUSE alquila maravillosa casa tipo oficina en Godoy Cruz. Excelente oportunidad tanto para vivienda como para oficinas/estudio jurídico, etc. Se encuentra en una ubicación estratégica, a una cuadra de la Av. San Martín de Godoy Cruz, y con cercanías a paradas de colectivo, comercios, Hospital Español, Mc Donalds, y mucho más. La propiedad cuenta con: -3 privados -1 baño -Living comedor amplio (actualmente una recepción) -Lavandería -Cocina -Patio -Doble cochera Para mayor información y coordinar una visita, no dudes en contactarnos! OPENHOUSE EL HOGAR DE TUS SUEÑOS N.O",20 DE Junio,godoy cruz,
https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-alquiler-departamento-maipu-a-400-mt-de-arena-maipu-57220229.html,https://imgar.zonapropcdn.com/avisos/resize/1/00/57/22/02/29/1200x1200/2002599190.jpg?isFirstImage=true,700000.0,,"60 Granaderos 1047 Departamento 1 0, Maipú, Mendoza",100.0,100.0,4.0,2.0,1,2.0,8.0,,,,"Corredor Responsable: Sergio Alejandro Sanchez CCPIM 715 - Contacto: Pamela Forquera Corredor Responsable Sergio Sánchez CCPIM 715 – El equipo de Remax Chacras ofrece en alquiler hermoso Departamento de categoría , ubicado a 400 metros del Hotel Arena Maipu. CARACTERÍSTICAS -2 baños. -Mueble de cocina de primera calidad. -Calefacción. -2 dormitorios. - Patio interno - Lavandería -Portero eléctrico -1 cochera techada y cerrada -Acceso a la propiedad a través de portón corredizo por la calle 60 Granaderos. El departamento se alquila con estufas, lamparas, cortinas black out, heladera y placares en las habitaciones. Para mas información y coordinar una visita, no dude en escribirnos! Remax Argentina S.R.L. no ejerce el corretaje inmobiliario. El presente sitio web es una plataforma en donde cada oficina inmobiliaria independiente que contrata los servicios RE/MAX puede publicar las propiedades a su cargo. Cada oficina es de propiedad y gestión independiente, por lo que Remax Argentina S.R.L no interviene en los datos de la publicación, en la operación inmobiliaria, ni en la confección y/o firma del boleto de compraventa y/o escritura y/o contrato de alquiler. En cumplimiento de las leyes vigentes que regulan el corretaje inmobiliario, Ley Nacional 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario colegiado a cargo de la publicación, cuyos datos se exhiben en la presente. La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados. RAU S.R.L. no ejerce el corretaje inmobiliario. El presente sitio web es una plataforma en donde cada oficina inmobiliaria independiente que contrata los servicios RE/MAX puede publicar las propiedades a su cargo. Cada oficina es de propiedad y gestión independiente, por lo que RAU S.R.L. no interviene en los datos de la publicación, en la operación inmobiliaria, ni en la confección y/o firma del boleto de compraventa y/o escritura y/o contrato de alquiler. En cumplimiento de las leyes vigentes que regulan el corretaje inmobiliario, Ley Nacional 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario colegiado a cargo de la publicación, cuyos datos se exhiben en la presente. La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados.",60 Granaderos 1047 Departamento 1 0,maipu,Maipu
https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-departamento-en-parque-central-57274395.html,https://imgar.zonapropcdn.com/avisos/resize/1/00/57/27/43/95/1200x1200/2004037711.jpg?isFirstImage=true,550000.0,84000.0,"Vendimiadores 635, Ciudad de Mendoza, Mendoza",75.0,60.0,3.0,1.0,1,2.0,17.0,Lateral,E,,"MEMBRIVES ALQUILA: Excelente departamento luminoso, orientación Este. Compuesto de Living comedor con balcón; cocina; lavandería; 2 dormitorios con placares; 1 baño completo; cochera cubierta. NO SE ACEPTAN MASCOTAS. REQUISITOS: el inquilino debe demostrar ingresos por $ 1.800.000.- Ofrecer 2 garantes con recibos de sueldo que sean igual o mayor a $ 1.800.000.- Se puede ofrecer seguro de caución.- CONTRATO: por 24 meses con ajuste cada 4 meses por índice ICL (Índice de contratos de locación).-",Vendimiadores 635,capital,
https://www.zonaprop.com.ar/propiedades/clasificado/alclocin-hermosa-oficina-en-edificio-ceibo-chacras-park-57415336.html,https://imgar.zonapropcdn.com/avisos/resize/1/00/57/41/53/36/1200x1200/2007644003.jpg?isFirstImage=true,1415975.0,390000.0,"Panamericana y Caracoles 3000, Chacras de Coria, Mendoza",60.0,60.0,,1.0,1,,4.0,,,,"Corredor Responsable: Gustavo Leandro Silva CCPIM 1947 - Contacto: Gabriel Nieva OFICINA EN ALQUILER 60 M² 1 AMBIENTE CHACRAS DE CORIA MENDOZA Oficina profesional de diseño contemporáneo ubicada en zona estratégica de Chacras de Coria, con excelente conectividad sobre Panamericana y Caracoles. Inmueble construido en 2021 con terminaciones de alta calidad y funcionalidad corporativa. Superficie total de 60 m² completamente equipada, con orientación norte que garantiza iluminación natural óptima. Cuenta con sala de reuniones funcional, baño en oficina y corporativo y cochera incluida, facilitando el acceso y estacionamiento para profesionales y clientes. Infraestructura de primer nivel con aire acondicionado y sistema de seguridad integrado. Diseño moderno que combina espacios amplios con eficiencia operativa, ideal para emprendimientos profesionales, consultorías o representaciones comerciales que requieran una ubicación premium en Mendoza. La propiedad representa una inversión inteligente para profesionales independientes o pequeñas firmas que valoran la imagen corporativa y la funcionalidad de sus espacios de trabajo. Características destacadas: - Superficie: 60 m² cubiertos - Año de construcción: 2021 - Cochera incluida - Orientación norte - Aire acondicionado - Sistema de seguridad - Sala de reuniones - Baño corporativo Consulte condiciones de alquiler y disponibilidad inmediata. RAU S.R.L. no ejerce el corretaje inmobiliario. El presente sitio web es una plataforma en donde cada oficina inmobiliaria independiente que contrata los servicios RE/MAX puede publicar las propiedades a su cargo. Cada oficina es de propiedad y gestión independiente, por lo que RAU S.R.L. no interviene en los datos de la publicación, en la operación inmobiliaria, ni en la confección y/o firma del boleto de compraventa y/o escritura y/o contrato de alquiler. En cumplimiento de las leyes vigentes que regulan el corretaje inmobiliario, Ley Nacional 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario colegiado a cargo de la publicación, cuyos datos se exhiben en la presente. La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados.",Panamericana y Caracoles 3000,lujan de cuyo,Chacras de Coria
https://www.zonaprop.com.ar/propiedades/clasificado/alclcain-alquilamos-casa-en-las-cortaderas-57357007.html,https://imgar.zonapropcdn.com/avisos/resize/1/00/57/35/70/07/1200x1200/2006121023.jpg?isFirstImage=true,900000.0,180000.0,"Severo del Castillo 2177, Kilómetro 11, Mendoza",300.0,110.0,7.0,2.0,2,3.0,0.0,,,Luminoso,"Casa en alquiler – Barrio Privado Las Cortaderas 3 Hermosa propiedad lista para mudarse distribuida de la siguiente manera: 3 habitaciones 2 baños (1 en suite) Cocina comedor amplia e integrada Cochera techada para 2 vehículos Patio Ubicada en Las Cortaderas 3, un barrio privado con seguridad 24hs y cámaras, ideal para vivir con tranquilidad y confort. Perfecta para quienes buscan comodidad, seguridad y un entorno familiar. La casa es 100% eléctrica Aumento cuatrimestral según IPC Requisitos: Para ingresar se paga mes de alquiler, mes de depósito, y honorarios inmobiliarios. Además de los honorarios de la escribana por la confección del contrato y la certificación de las firmas Se necesitan 2 garantes y 1 solicitante. Todos con propiedad o bono de sueldo acorde al monto de alquiler.",Severo del Castillo 2177,guaymallen,Kilómetro 11
https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-en-venta-en-barrio-privado-el-remanso-56605497.html,https://imgar.zonapropcdn.com/avisos/resize/1/00/56/60/54/97/1200x1200/1985688474.jpg?isFirstImage=true,670725000.0,300000.0,"Edmundo Correas 2882 (5505), Lujan de Cuyo, Mendoza, Argentina, El Remanso, Chacras de Coria",889.0,380.0,7.0,4.0,2,3.0,16.0,,,,"TRIVIUM ofrece en venta una excepcional casa ubicada en el exclusivo Barrio Privado El Remanso, en Luján de Cuyo, a pocos minutos del nuevo Stripcenter Sobremonte. Esta propiedad, que combina un diseño contemporáneo con el confort y un entorno natural privilegiado, se desarrolla en dos plantas sobre un terreno de 886 m², con 389 m² construidos. Consta de 7 ambientes amplios y luminosos, perfectos para la vida familiar y el disfrute diario. En la planta baja, se encuentra una moderna cocina con isla, un amplio living-comedor que ofrece vistas al jardín y una elegante galería. En la planta alta, se disponen tres dormitorios, siendo el principal en suite, además de dos baños completos y una terraza con posibilidad de ampliación. El exterior cuenta con un quincho tipo SUM de entrada independiente, churrasquera, baño, cocina industrial, horno pizzero y un acogedor living con vista al jardín. La propiedad también dispone de una piscina climatizada con toldos automatizados, un jardín parquizado con riego automático, cochera doble techada y una churrasquera adicional, así como una lavandería independiente. Con calefacción central por radiadores, esta casa se convierte en el espacio ideal para disfrutar de cada rincón, perfecto para quienes buscan un estilo de vida de calidad en una ubicación privilegiada.",Edmundo Correas 2882 (5505),lujan de cuyo,Chacras de Coria
https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-departamentos-a-estrenar-en-godoy-cruz-56522823.html,https://imgar.zonapropcdn.com/avisos/resize/1/00/56/52/28/23/1200x1200/1983004062.jpg?isFirstImage=true,420000.0,1.0,"Perito Moreno, Godoy Cruz, Mendoza",1.0,1.0,2.0,1.0,0,1.0,0.0,,,,"Rivarola Agostini alquila departamentos a estrenar en primer y segundo piso por escaleras. Ubicados en calle Perito Moreno y Jose Ingenieros de Godoy Cruz. Poseen un dormitorio y un baño completo. Cocina comedor integrada. Muy luminoso. Los departamento cuentan con anafe electrico de 2 hornallas. No tienen horno. Termotanque eléctrico. El complejo no posee gas, es todo eléctrico. No cuenta con sum ni parrilla. Capacidad máxima 2 personas. NO SE ADMITEN MASCOTAS. Precios mensuales desde: $420.000 (los precios de los deptos varían de acuerdo al tamaño y ubicación dentro del complejo) más expensas y servicios. (Sin cochera). Ajustes cuatrimestrales Importante: el edificio cuenta con cocheras que se alquilan aparte (DISPONIBLE 1 SOLA COCHERA descubierta: $35.000). UNIDADES DISPONIBLES: 1ER PISO: Dpto 1: ALQUILADO Dpto 2: ALQUILADO Dpto 3: $420.000 Dpto 4: $420.000 Dpto 5: ALQUILADO Dpto 6: ALQUILADO 2DO PISO: Dpto 7: ALQUILADO Dpto 8: ALQUILADO Duplex 9: ALQUILADO Duplex 10: ALQUILADO Duplex 11: ALQUILADO Duplex 12: ALQUILADO El precio publicado en el aviso, las medidas y distancias indicadas, son de referencia, sujeto a modificaciones sin previo aviso. Los datos consignados en esta web o publicación, pueden contener errores y no son contractuales; verifique los mismos previamente con nuestro corredor inmobiliario. Más propiedades en.ar Mat.1434",Perito Moreno,godoy cruz,
https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-departamento-en-alquiler-dorrego-56935560.html,https://imgar.zonapropcdn.com/avisos/resize/1/00/56/93/55/60/1200x1200/1994489355.jpg?isFirstImage=true,600000.0,50000.0,"Dorrego 934, Dorrego, Mendoza",,62.0,3.0,1.0,1,2.0,3.0,,,,"LAS MARIAS desarrollos inmobiliarios ofrece en alquiler departamento en primer piso por escalera en Dorrego. La unidad se encuentra en planta alta , en un complejo de once departamentos con frente Este, al ingresar encontramos el living comedor , la cocina , bacha y amoblamiento lo que permite una mejor distribución. Por Pasillo de distribución encontramos el baño comleto con vanitory y espejo, luego encontramos dos dormitorios con sus respectivos placares empotrados de gran tamaño. Posee balcón al que se accede desde la cocina, posee cochera techada con lona. NO SE ACEPTAN MASCOTAS!! La zona posee supermercados, farmacias, consultorios, colegios, banco, parada de colectivos en la esquina del complejo, y múltiples negocios. NO DUDES EN CONSULTAR!!!! LAS MARIAS Desarrollos Inmobiliarios responderá tu consulta a la brevedad posible.",Dorrego 934,guaymallen,Dorrego
https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-departamento-en-alquiler-una-habitacion-ciudad-mza-57431828.html,https://imgar.zonapropcdn.com/avisos/resize/1/00/57/43/18/28/1200x1200/2008060176.jpg?isFirstImage=true,400000.0,55000.0,"Avenida Bartolomé Mitre 600, Ciudad de Mendoza, Mendoza",40.0,40.0,2.0,1.0,0,1.0,45.0,,,,"Corredor Responsable: VICTOR E. MONTIVERO CCPIM 783 - Contacto: María Ángela Martínez El Equipo de Remax ofrece en alquiler un departamento amoblado o no, en planta baja en Ciudad calle Mitre y Colon. Consta con cocina comedor integrada, un baños, una habitación, patio. Cuenta con los siguientes servicios: Agua y Luz. No cuenta con Gas. Expensas: $ 55.000 aprox. Contrato por 2 años. RAU S.R.L. no ejerce el corretaje inmobiliario. El presente sitio web es una plataforma en donde cada oficina inmobiliaria independiente que contrata los servicios RE/MAX puede publicar las propiedades a su cargo. Cada oficina es de propiedad y gestión independiente, por lo que RAU S.R.L. no interviene en los datos de la publicación, en la operación inmobiliaria, ni en la confección y/o firma del boleto de compraventa y/o escritura y/o contrato de alquiler. En cumplimiento de las leyes vigentes que regulan el corretaje inmobiliario, Ley Nacional 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario colegiado a cargo de la publicación, cuyos datos se exhiben en la presente. La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados.",Avenida Bartolomé Mitre 600,capital,
https://www.zonaprop.com.ar/propiedades/clasificado/alclcain-casa-en-alquiler-barrio-el-escorial-godoy-cruz.-56972723.html,https://imgar.zonapropcdn.com/avisos/resize/1/00/56/97/27/23/1200x1200/2001805259.jpg?isFirstImage=true,2086700.0,220000.0,"Presidente Alvear al 400, Barrio El Escorial, Godoy Cruz, Mendoza",500.0,,7.0,3.0,2,3.0,35.0,,,,"Femmestate alquila casa en barrio privado EL ESCORIAL, a una cuadra del supermercado Jumbo e Easy, paradas de colectivos a media cuadra, con fácil salida a calle costanera y acceso sur y este, la propiedad se encuentra dentro de un barrio cerrado uno de los mas prestigiosos de Godoy Cruz, cuenta con control de ingreso y seguridad las 24 hs. La casa se distribuye en un 90 por ciento en planta baja, la misma tiene living comedor muy luminoso con salida a la galería, comedor de diaria con salida a la galería, cocina independiente ,lavandería con patio de tendido, cuarto de servicio con baño, amplio jardín con churrasquera y cochera doble, l cuenta con un cuarto estudio en la planta alta, Pisos de parquet, carpinteria de aluminio, calefacción frio/calor central por techo. Aloisio Antonella mat. 1900",Presidente Alvear al 400,godoy cruz,
https://www.zonaprop.com.ar/propiedades/clasificado/alclapin-complejo-cerrada-duplex-en-alquiler-56491051.html,https://imgar.zonapropcdn.com/avisos/resize/1/00/56/49/10/51/1200x1200/1982138872.jpg?isFirstImage=true,700000.0,70000.0,"Pedro Vargas 907, Dorrego, Guaymallén, Provincia de Guaymallén, Argentina, Guaymallén, Mendoza",94.0,80.0,3.0,2.0,1,2.0,20.0,,,Muy luminoso,"Duplex en Alquiler, 2 dormitorios, 2 baños, cocina, living comedor, patio, cochera para 1 vehículo Actualización cada 4 meses.",Pedro Vargas 907,guaymallen,Dorrego
https://www.zonaprop.com.ar/propiedades/clasificado/alclbgin-galpon-en-alquiler.-alsina-al-2300-55402290.html,https://imgar.zonapropcdn.com/avisos/resize/1/00/55/40/22/90/1200x1200/1958235018.jpg?isFirstImage=true,7452500.0,,"Alsina 2300. Entre Terrada y 9 de julio, Godoy Cruz, Mendoza",1000.0,1000.0,,,0,,8.0,,,,"Galpón en ALQUILER , Godoy Cruz AVITAX PROPIEDADES presenta en ALQUILER Galpón de 1000 metros en predio cerrado con seguridad las 24 hs, 36 METROS DE FRENTE x 28 METROS DE LARGO con doble portón de ingreso, la Nave esta construida con todas las normas de seguridad, incendio, cableados, etc. tiene la posibilidad de contar con estanterías en al caso que se necesiten. Fácil ingreso, egreso y maniobras para camiones de gran tamaño. Rápido y face acceso a CARRIL RODRIGUEZ PEÑA y ACCESO ESTE. Tiene tan solo 8 años de antigüedad y al encontrarse ubicado en la entrada al complejo de galpones sobre calle Alsina, goza del privilegio de poder colocar carteles o publicidad, los cuales tendrán una gran visibilidad. Superficie Terreno: 2000 m2 Superficie Cubierta: 972 m2 Playa de estacionamiento / maniobra: 1000 m2 Oficina: Si de 20 m2 Deposito: Si de 20 m2 Baño: Si valor de expensas: $ 200.000 Para mayor información por favor contactarse a los números consignados en este anuncio. XINTEL(AVX-AVX-169)",Alsina 2300. Entre Terrada y 9 de julio,godoy cruz,
